age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,campaign,previous,poutcome,y,previously_contacted,pdays_capped
57,services,married,tertiary,no,10,no,no,telephone,8,jul,3,0,no_prior_campaign,0,0,872
42,admin.,married,secondary,no,0,yes,no,cellular,8,jul,1,0,no_prior_campaign,0,0,872
52,retired,married,secondary,no,49,no,yes,telephone,8,jul,5,0,no_prior_campaign,0,0,872
38,self-employed,married,primary,no,618,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
27,management,single,tertiary,no,154,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
32,management,single,tertiary,no,611,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
41,services,divorced,secondary,no,0,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
36,blue-collar,married,secondary,no,199,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
43,management,divorced,tertiary,no,0,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
58,retired,married,tertiary,no,941,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
34,blue-collar,married,secondary,yes,1,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
40,admin.,married,secondary,no,275,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
38,blue-collar,married,secondary,no,121,yes,yes,cellular,9,jul,2,0,no_prior_campaign,0,0,872
34,services,married,primary,no,31,no,yes,cellular,9,jul,3,0,no_prior_campaign,0,0,872
44,technician,married,tertiary,no,-948,yes,yes,cellular,9,jul,2,0,no_prior_campaign,0,0,872
44,management,married,tertiary,no,773,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
47,services,married,secondary,no,0,yes,no,telephone,9,jul,1,0,no_prior_campaign,0,0,872
31,services,married,secondary,no,1,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
41,technician,married,secondary,no,112,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
57,technician,married,secondary,no,950,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
53,technician,married,tertiary,no,673,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
50,technician,married,secondary,no,20,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
46,technician,married,secondary,no,152,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
44,blue-collar,married,secondary,no,233,no,yes,cellular,9,jul,3,0,no_prior_campaign,0,0,872
42,management,married,tertiary,no,0,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
43,unknown,married,primary,no,0,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
37,admin.,single,secondary,no,1003,no,no,cellular,9,jul,3,0,no_prior_campaign,0,0,872
48,admin.,married,secondary,no,719,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
56,blue-collar,married,primary,no,278,no,yes,cellular,9,jul,3,0,no_prior_campaign,0,0,872
44,management,single,tertiary,no,6350,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
26,unemployed,single,secondary,no,111,no,no,cellular,9,jul,1,0,no_prior_campaign,1,0,872
35,admin.,married,primary,no,1994,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
35,services,married,secondary,no,0,no,yes,telephone,9,jul,1,0,no_prior_campaign,0,0,872
28,self-employed,single,tertiary,no,25,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
54,management,married,secondary,no,4816,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
36,blue-collar,married,secondary,no,56,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
28,blue-collar,single,primary,no,150,no,yes,cellular,9,jul,2,0,no_prior_campaign,0,0,872
35,admin.,married,secondary,no,332,no,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
53,management,married,tertiary,no,0,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
60,housemaid,married,primary,no,2270,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
33,management,married,unknown,no,117,no,yes,cellular,9,jul,2,0,no_prior_campaign,0,0,872
35,blue-collar,married,secondary,no,616,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
39,entrepreneur,married,tertiary,no,628,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
53,retired,single,tertiary,no,888,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
46,entrepreneur,married,secondary,no,118,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
41,technician,married,tertiary,no,532,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
46,management,married,tertiary,no,-591,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
33,admin.,married,tertiary,no,0,yes,yes,cellular,9,jul,3,0,no_prior_campaign,0,0,872
50,management,married,unknown,no,0,no,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
30,self-employed,married,tertiary,no,5,yes,yes,cellular,9,jul,2,0,no_prior_campaign,0,0,872
52,technician,married,tertiary,no,3440,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
46,blue-collar,married,unknown,no,990,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
45,blue-collar,divorced,primary,no,452,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
57,housemaid,married,primary,no,2,no,no,telephone,9,jul,3,0,no_prior_campaign,0,0,872
45,management,divorced,tertiary,no,702,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
41,management,married,tertiary,no,0,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
57,blue-collar,married,secondary,no,0,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
41,technician,married,secondary,no,351,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
51,self-employed,married,secondary,no,-201,no,yes,cellular,9,jul,2,0,no_prior_campaign,0,0,872
50,services,married,secondary,no,1572,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
59,self-employed,married,secondary,no,170,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
44,technician,married,secondary,no,266,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
49,admin.,married,secondary,no,167,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
26,services,married,secondary,no,25,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
45,blue-collar,single,secondary,no,-100,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
34,housemaid,married,primary,no,-1,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
34,blue-collar,divorced,secondary,no,-154,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
50,self-employed,married,secondary,no,38,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
36,admin.,single,secondary,no,281,no,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
30,management,married,tertiary,no,0,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
54,services,married,secondary,no,-22,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
44,management,married,secondary,no,438,yes,no,telephone,9,jul,1,0,no_prior_campaign,0,0,872
45,technician,married,secondary,no,2020,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
59,management,divorced,primary,no,133,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
40,blue-collar,married,primary,no,665,yes,no,cellular,9,jul,1,0,no_prior_campaign,1,0,872
45,technician,married,secondary,no,0,no,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
59,unemployed,married,tertiary,no,6,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
56,technician,married,tertiary,no,787,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
40,management,single,tertiary,no,1247,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
45,services,divorced,secondary,no,5758,yes,no,telephone,9,jul,1,0,no_prior_campaign,0,0,872
53,technician,single,secondary,no,-165,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
53,blue-collar,married,secondary,no,-626,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
33,services,married,secondary,no,0,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
30,management,single,secondary,no,1090,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
35,technician,married,secondary,no,2355,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
27,services,single,secondary,no,387,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
60,retired,married,primary,no,838,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
35,admin.,married,secondary,no,1,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
33,management,single,tertiary,no,191,no,yes,telephone,9,jul,1,0,no_prior_campaign,0,0,872
45,blue-collar,married,secondary,no,4855,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
42,self-employed,married,secondary,no,634,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
31,management,married,tertiary,no,272,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
51,entrepreneur,married,tertiary,no,-267,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
52,blue-collar,married,unknown,no,0,yes,no,cellular,9,jul,1,0,no_prior_campaign,1,0,872
34,blue-collar,single,secondary,no,0,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
56,retired,married,tertiary,no,24,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
40,admin.,married,secondary,no,0,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
43,blue-collar,married,secondary,no,173,no,yes,telephone,9,jul,8,0,no_prior_campaign,0,0,872
44,management,single,tertiary,no,1206,no,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
37,admin.,married,primary,no,214,yes,no,cellular,9,jul,1,0,no_prior_campaign,1,0,872
36,technician,married,tertiary,no,3043,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
43,blue-collar,single,primary,no,0,no,no,cellular,9,jul,1,0,no_prior_campaign,1,0,872
58,entrepreneur,married,tertiary,no,776,yes,no,telephone,9,jul,1,0,no_prior_campaign,1,0,872
37,housemaid,married,tertiary,no,8,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
31,management,single,unknown,no,1023,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
55,blue-collar,married,primary,no,283,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
47,blue-collar,married,secondary,no,690,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
53,housemaid,married,primary,no,-286,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
41,services,divorced,tertiary,no,1583,yes,no,cellular,9,jul,1,0,no_prior_campaign,1,0,872
49,blue-collar,married,secondary,no,0,no,yes,cellular,9,jul,1,0,no_prior_campaign,1,0,872
40,admin.,divorced,secondary,no,4,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
43,management,single,tertiary,no,-2,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
41,admin.,married,primary,no,4488,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
30,services,single,primary,no,6,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
36,technician,married,secondary,no,264,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
43,technician,married,secondary,no,-754,yes,yes,cellular,9,jul,3,0,no_prior_campaign,1,0,872
28,services,single,secondary,no,1950,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
35,housemaid,married,primary,no,218,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
36,admin.,single,secondary,no,47,no,yes,cellular,9,jul,6,0,no_prior_campaign,0,0,872
44,management,married,tertiary,no,368,no,no,cellular,9,jul,3,0,no_prior_campaign,0,0,872
43,management,divorced,tertiary,no,-410,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
34,admin.,married,secondary,no,0,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
54,self-employed,married,primary,no,0,no,yes,telephone,9,jul,2,0,no_prior_campaign,0,0,872
60,blue-collar,married,secondary,no,19447,yes,no,telephone,9,jul,1,0,no_prior_campaign,0,0,872
39,blue-collar,married,secondary,no,1045,yes,yes,cellular,9,jul,13,0,no_prior_campaign,0,0,872
48,technician,married,secondary,no,-205,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
46,self-employed,married,tertiary,no,917,no,no,cellular,9,jul,5,0,no_prior_campaign,0,0,872
33,management,married,tertiary,no,0,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
41,management,single,tertiary,no,-426,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
59,retired,married,unknown,yes,-114,no,yes,cellular,9,jul,2,0,no_prior_campaign,0,0,872
34,technician,married,secondary,no,0,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
29,technician,married,secondary,no,492,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
25,student,married,tertiary,no,0,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
40,admin.,married,secondary,no,-253,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
35,management,married,tertiary,no,2682,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
28,self-employed,single,secondary,no,241,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
39,management,single,tertiary,no,416,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
57,services,married,secondary,no,140,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
44,technician,married,secondary,no,381,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
53,technician,divorced,secondary,no,320,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
45,management,married,tertiary,no,4693,no,yes,cellular,9,jul,2,0,no_prior_campaign,0,0,872
37,management,married,unknown,no,247,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
31,services,divorced,unknown,no,0,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
42,housemaid,married,secondary,no,808,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
60,housemaid,married,secondary,no,681,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
31,admin.,single,secondary,no,1,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
43,retired,single,primary,no,140,no,yes,telephone,9,jul,1,0,no_prior_campaign,0,0,872
48,technician,married,primary,no,788,no,no,telephone,9,jul,2,0,no_prior_campaign,0,0,872
35,management,single,unknown,no,2361,no,no,cellular,9,jul,10,0,no_prior_campaign,0,0,872
29,admin.,divorced,tertiary,yes,0,no,yes,cellular,9,jul,3,0,no_prior_campaign,1,0,872
44,entrepreneur,married,tertiary,no,1808,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
54,management,married,primary,no,621,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
57,retired,single,secondary,no,976,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
55,retired,married,tertiary,no,101,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
37,blue-collar,married,unknown,no,0,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
41,entrepreneur,married,secondary,no,557,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
45,technician,married,secondary,no,1028,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
57,technician,married,secondary,no,323,yes,no,telephone,9,jul,1,0,no_prior_campaign,0,0,872
35,management,divorced,tertiary,no,6997,yes,no,cellular,9,jul,1,0,no_prior_campaign,1,0,872
42,entrepreneur,married,tertiary,no,0,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
52,management,married,primary,no,324,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
34,technician,married,secondary,no,0,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
43,blue-collar,divorced,primary,no,75,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
60,retired,married,unknown,no,2150,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
57,self-employed,married,secondary,no,65,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
32,housemaid,married,secondary,no,216,no,yes,cellular,9,jul,6,0,no_prior_campaign,0,0,872
34,entrepreneur,married,tertiary,no,475,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
44,blue-collar,single,primary,no,142,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
31,management,single,tertiary,no,933,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
35,self-employed,married,secondary,no,734,no,yes,cellular,9,jul,2,0,no_prior_campaign,0,0,872
28,technician,single,secondary,no,441,no,yes,cellular,9,jul,2,0,no_prior_campaign,0,0,872
41,housemaid,single,secondary,no,231,no,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
45,admin.,married,secondary,no,335,no,no,cellular,9,jul,3,0,no_prior_campaign,0,0,872
35,blue-collar,married,secondary,no,0,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
46,technician,married,secondary,yes,4,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
28,admin.,single,secondary,no,404,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
39,services,divorced,secondary,no,687,yes,no,cellular,9,jul,1,0,no_prior_campaign,1,0,872
52,management,married,tertiary,no,0,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
33,services,married,secondary,no,-384,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
54,blue-collar,divorced,primary,no,-182,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
38,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,5,0,no_prior_campaign,1,0,872
39,blue-collar,married,secondary,no,750,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
39,technician,single,secondary,no,4380,no,no,telephone,9,jul,8,0,no_prior_campaign,0,0,872
49,technician,single,secondary,no,-120,yes,yes,cellular,9,jul,5,0,no_prior_campaign,0,0,872
42,blue-collar,married,secondary,no,704,yes,no,telephone,9,jul,1,0,no_prior_campaign,0,0,872
39,services,divorced,secondary,no,-388,yes,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
50,management,married,secondary,no,1457,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
57,admin.,married,primary,no,389,no,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
45,admin.,married,secondary,no,1097,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
42,blue-collar,married,secondary,no,-422,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
56,blue-collar,married,primary,yes,-160,no,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
59,blue-collar,married,primary,no,625,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
40,services,married,secondary,no,105,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
46,management,married,tertiary,no,375,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
56,retired,married,primary,no,122,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
37,self-employed,married,tertiary,no,1146,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
39,blue-collar,married,primary,no,3324,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
40,services,married,secondary,no,22,yes,yes,telephone,9,jul,2,0,no_prior_campaign,0,0,872
48,admin.,married,secondary,no,113,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
32,blue-collar,married,primary,no,187,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
42,blue-collar,married,secondary,no,380,yes,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
33,entrepreneur,married,tertiary,no,127,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
35,blue-collar,single,secondary,no,113,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
30,unemployed,married,secondary,no,1210,no,no,cellular,9,jul,4,0,no_prior_campaign,0,0,872
39,blue-collar,married,secondary,no,1751,no,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
52,admin.,married,secondary,no,32,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
25,technician,single,secondary,no,959,no,no,cellular,9,jul,5,0,no_prior_campaign,0,0,872
39,management,married,tertiary,no,1070,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
37,self-employed,married,tertiary,no,865,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
48,blue-collar,married,secondary,no,425,yes,no,telephone,9,jul,2,0,no_prior_campaign,0,0,872
43,management,single,tertiary,no,3872,yes,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
47,services,married,secondary,no,0,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
44,housemaid,married,primary,no,0,yes,no,telephone,9,jul,1,0,no_prior_campaign,0,0,872
32,technician,married,secondary,no,68,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
33,management,single,tertiary,no,383,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
44,admin.,divorced,secondary,no,145,no,yes,telephone,9,jul,6,0,no_prior_campaign,0,0,872
31,services,married,secondary,no,418,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
45,admin.,divorced,secondary,no,-288,no,yes,cellular,9,jul,2,0,no_prior_campaign,0,0,872
33,admin.,married,secondary,no,0,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
25,services,single,secondary,no,281,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
52,management,married,tertiary,no,-1112,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
51,blue-collar,married,primary,no,804,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
44,admin.,married,secondary,no,262,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
35,self-employed,married,secondary,no,670,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
59,self-employed,married,tertiary,no,3800,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
48,services,married,secondary,no,124,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
51,services,married,secondary,no,260,no,no,telephone,9,jul,2,0,no_prior_campaign,0,0,872
29,blue-collar,single,secondary,no,1958,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
54,self-employed,married,tertiary,no,231,no,no,cellular,9,jul,3,0,no_prior_campaign,0,0,872
48,technician,single,secondary,no,469,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
30,blue-collar,single,secondary,no,214,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
30,admin.,married,secondary,no,350,no,yes,cellular,9,jul,5,0,no_prior_campaign,0,0,872
34,blue-collar,married,secondary,no,1,yes,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
56,technician,married,secondary,no,778,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
56,retired,married,secondary,no,343,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
40,blue-collar,married,secondary,no,252,yes,yes,cellular,9,jul,3,0,no_prior_campaign,0,0,872
49,management,married,tertiary,no,0,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
39,blue-collar,married,primary,no,-176,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
38,blue-collar,married,primary,no,-257,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
51,management,married,secondary,no,3180,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
28,blue-collar,married,secondary,no,368,yes,no,cellular,9,jul,7,0,no_prior_campaign,0,0,872
45,blue-collar,married,primary,no,942,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
34,services,married,secondary,no,81,yes,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
26,blue-collar,married,secondary,no,1101,no,no,telephone,9,jul,1,0,no_prior_campaign,0,0,872
36,management,married,tertiary,no,6404,yes,yes,telephone,9,jul,1,0,no_prior_campaign,0,0,872
32,blue-collar,divorced,secondary,no,0,no,no,telephone,9,jul,1,0,no_prior_campaign,0,0,872
34,services,single,secondary,no,49,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
49,housemaid,married,primary,no,0,no,no,telephone,9,jul,1,0,no_prior_campaign,0,0,872
34,technician,married,secondary,no,550,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
59,entrepreneur,divorced,tertiary,no,-869,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
35,blue-collar,married,secondary,no,-258,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
29,management,single,tertiary,no,-223,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
31,services,married,secondary,no,203,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
51,blue-collar,married,unknown,no,1432,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
37,admin.,single,secondary,no,0,no,no,cellular,9,jul,6,0,no_prior_campaign,0,0,872
42,services,married,secondary,no,0,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
51,blue-collar,divorced,secondary,no,104,no,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
30,blue-collar,married,secondary,no,1,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
43,technician,divorced,primary,no,13,no,yes,cellular,9,jul,4,0,no_prior_campaign,0,0,872
49,unemployed,divorced,secondary,no,66,no,no,cellular,9,jul,3,0,no_prior_campaign,0,0,872
27,technician,single,secondary,no,282,no,yes,cellular,9,jul,5,0,no_prior_campaign,0,0,872
45,technician,married,secondary,no,0,yes,yes,telephone,9,jul,1,0,no_prior_campaign,0,0,872
27,blue-collar,single,primary,no,0,no,yes,cellular,9,jul,2,0,no_prior_campaign,0,0,872
33,blue-collar,single,primary,no,0,no,no,telephone,9,jul,1,0,no_prior_campaign,0,0,872
35,technician,single,tertiary,no,364,no,yes,cellular,9,jul,3,0,no_prior_campaign,0,0,872
52,blue-collar,divorced,primary,no,98,no,yes,telephone,9,jul,1,0,no_prior_campaign,0,0,872
50,admin.,married,primary,no,-75,no,yes,telephone,9,jul,7,0,no_prior_campaign,0,0,872
59,housemaid,married,primary,no,370,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
33,management,married,tertiary,no,437,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
41,entrepreneur,married,secondary,no,1249,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
47,self-employed,married,secondary,no,424,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
46,blue-collar,married,secondary,no,6253,yes,no,cellular,9,jul,1,0,no_prior_campaign,0,0,872
37,technician,married,tertiary,no,512,no,no,cellular,9,jul,4,0,no_prior_campaign,0,0,872
26,technician,married,secondary,no,-119,no,yes,cellular,9,jul,5,0,no_prior_campaign,1,0,872
32,admin.,married,tertiary,no,57,no,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
58,unemployed,married,primary,no,3884,no,no,unknown,9,jul,8,0,no_prior_campaign,0,0,872
53,management,married,primary,no,-139,no,no,cellular,9,jul,3,0,no_prior_campaign,0,0,872
39,technician,married,secondary,no,1385,yes,yes,telephone,9,jul,1,0,no_prior_campaign,0,0,872
33,blue-collar,divorced,primary,no,636,yes,no,cellular,9,jul,11,0,no_prior_campaign,0,0,872
52,housemaid,married,primary,no,0,no,yes,cellular,9,jul,1,0,no_prior_campaign,0,0,872
31,blue-collar,single,primary,no,-147,no,yes,cellular,9,jul,2,0,no_prior_campaign,0,0,872
26,blue-collar,married,secondary,no,818,no,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
